"","Number of wins","Base Hits by batters (1B,2B,3B,HR)","Doubles by batters (2B)","Triples by batters (3B)","Homeruns by batters (4B)","Walks by batters","Strikeouts by batters","Stolen bases","Caught stealing","Batters hit by pitch (get a free base)","Hits allowed","Homeruns allowed","Walks allowed","Strikeouts by pitchers","Errors","Double Plays"
"1693",80,1437,327,41,166,644,1102,105,43,53,1446,167,648,1109,89,157
"1694",86,1448,325,27,166,651,1155,72,29,55,1448,166,651,1155,97,146
"1695",86,1505,303,23,215,645,1133,100,27,58,1505,215,645,1133,81,142
"1696",88,1494,282,35,167,639,1083,116,27,56,1494,167,639,1083,90,132
"1697",85,1518,294,41,216,626,1203,92,25,95,1518,216,626,1203,104,153
"1698",51,1494,261,85,17,249,979,307.4,118.44,59.97,3612,41,602,2367,1211,109.94
"1699",84,1667,231,140,61,533,397,251,98.22,52.28,2061,75,659,491,631,123.03
"1700",85,1516,212,143,64,521,639,174,94.96,53.23,1767,75,607,745,453,121.64
"1701",81,1516,228,123,37,187,380,310.56,107.21,53.5,3149,77,388,789,825,83
"1702",51,1475,198,96,21,268,570,318.91,125.79,52.22,2438,35,443,942,836,108.65
"1703",45,1166,158,75,3,215,617,294.1,145.83,53.07,1749,5,323,926,785,98.18
"1704",82,1394,180,115,7,276,784,304.51,150.81,55.27,2034,10,403,1144,616,111.68
"1705",95,1385,220,114,19,565,843,307,160.61,53.04,1638,22,668,997,576,116.75
"1706",72,1491,239,102,26,417,498,289,125.43,54.45,1948,34,545,651,555,115.23
"1707",80,1294,181,59,17,235,705,347,157.43,52.81,1564,21,284,852,503,98.78
"1708",27,1296,191,51,24,486,546,248,131.01,52.19,1544,29,579,650,723,113.51
"1709",85,1364,151,114,40,461,480,235,130.76,56.21,1444,42,488,508,508,124.59
"1710",102,1817,221,159,46,674,343,264,99.95,54.71,2282,58,846,431,435,116.89
"1711",87,1656,233,109,32,461,367,315,111.07,54.42,2032,39,566,450,481,129.18
"1712",83,1722,212,118,34,486,359,273,111.41,53.49,2163,43,610,451,398,131.7
"1713",74,1566,173,134,31,444,413,210,110.22,53.03,1937,38,549,511,428,129.12
"1714",79,1437,153,96,15,368,375,117,115.18,55.14,1573,16,403,410,372,114.37
"1715",92,1529,216,117,30,381,374,203,108.74,52.95,1782,35,444,436,375,124
"1716",105,1640,212,107,34,450,575,237,124.64,56.55,1911,40,524,670,332,113
"1717",120,1643,220,111,21,434,520,259,131.52,55.65,1915,24,506,606,288,101
"1718",105,1654,241,127,39,421,565.37,199,111.84,55.99,1914,45,487,639.11,334,116
"1719",92,1411,174,108,16,414,639.92,188,143,52.74,1494,17,438,696.5,308,98
"1720",102,1466,201,96,23,404,628.95,214,144.58,54.36,1552,24,428,691.94,270,119
"1721",98,1390,174,71,13,449,629.38,172,137.83,55.63,1472,14,475,664.47,233,115
"1722",96,1327,140,82,20,493,732.94,278,176.91,56.19,1396,21,519,813.8,266,79
"1723",103,1329,170,103,26,442,659.03,196,143.24,56.05,1398,27,465,703.52,237,78
"1724",117,1420,232,98,27,511,636.11,197,133.51,57.49,1513,29,545,676.8,237,107
"1725",91,1444,227,88,35,463,555,157,117.6,55.31,1529,37,490,588,259,108
"1726",100,1602,238,138,42,451,551,190,108.46,57.77,1719,45,484,591,181,134
"1727",85,1504,228,94,38,425,593,197,120.22,54.78,1635,41,462,645,246,102
"1728",73,1259,156,83,19,438,640,155,130.42,54.16,1324,20,461,673,235,101
"1729",77,1324,207,96,25,441,690,191,117,54.01,1393,26,464,726,225,105
"1730",68,1311,155,96,21,391,650,182,145.87,52.53,1379,22,411,684,274,102
"1731",54,1294,168,64,9,420,610,158,132.45,52.14,1361,9,442,642,264,125
"1732",84,1317,139,93,19,481,369,259,148.24,54.36,1707,25,623,478,232,140
"1733",83,1319,152,96,20,401,444,228,127.73,55.32,1537,23,467,517,186,104
"1734",83,1412,170,95,17,393,426,190,123,52.91,1485,18,413,448,196,125
"1735",95,1623,245,110,39,361,393,142,98,53.96,1718,41,382,416,181,137
"1736",89,1786,251,116,55,445,343,153,62,53.83,1879,58,468,361,197,133
"1737",92,1675,236,117,52,428,381,162,79,52.73,1762,55,450,401,188,165
"1738",95,1606,235,129,47,388,419,192,97,52.89,1700,50,411,444,194,170
"1739",101,1748,335,111,83,528,384,168,67,53.61,1851,88,559,407,237,181
"1740",89,1603,257,112,47,460,371,96,89.37,57.3,1697,50,487,393,233,170
"1741",99,1734,271,82,57,460,373,68,69.21,58.05,1824,60,484,392,197,137
"1742",91,1768,262,107,55,464,375,68,66.68,56.54,1884,59,495,400,214,131
"1743",93,1761,302,123,64,533,355,100,71.02,52.11,1865,68,564,376,192,144
"1744",84,1706,300,125,90,520,472,80,66.21,51.71,1795,95,547,497,227,173
"1745",79,1499,256,74,43,519,478,62,57.81,56.56,1577,45,546,503,203,176
"1746",90,1623,288,95,50,377,405,75,76.57,53.1,1707,53,397,426,195,130
"1747",92,1628,262,88,41,385,351,36,69.61,55.44,1713,43,405,369,175,140
"1748",80,1664,303,83,56,475,430,48,51.5,53.4,1797,60,513,464,157,127
"1749",91,1634,270,95,70,484,463,32,54.65,57.56,1730,74,512,490,201,100
"1750",88,1679,298,84,63,544,528,39,50.4,53.86,1766,66,572,555,209,119
"1751",90,1631,235,90,49,487,505,34,56.3,56.51,1716,52,512,531,190,142
"1752",93,1632,286,71,70,524,442,51,51.36,52.08,1763,76,566,477,176,181
"1753",72,1538,276,64,67,505,445,47,49.22,51.85,1628,71,535,471,178,162
"1754",82,1589,290,72,80,582,520,73,59.61,51.38,1672,84,612,547,228,168
"1755",85,1491,245,68,59,575,543,62,52.61,55.09,1568,62,605,571,204,137
"1756",73,1378,191,54,60,592,591,45,43.03,53.53,1519,66,652,651,201,142
"1757",84,1474,252,77,44,603,595,67,58.47,53.69,1551,46,634,626,179,167
"1758",95,1526,263,85,74,607,652,92,61.18,55.38,1616,78,643,690,202,129
"1759",86,1499,272,59,76,621,505,85,51.81,56.18,1577,80,653,531,187,148
"1760",66,1368,212,55,63,623,584,50,49.47,51.03,1439,66,655,614,194,134
"1761",65,1457,227,46,164,639,723,32,33.27,56.35,1533,173,672,761,157,138
"1762",87,1460,201,57,114,610,608,72,45,54.33,1536,120,642,640,142,158
"1763",75,1420,201,43,133,576,583,50,40.13,50.32,1494,140,606,613,139,182
"1764",60,1487,240,62,146,597,734,46,34.66,52.23,1574,155,632,777,144,175
"1765",67,1443,229,59,144,586,647,31,28,54.5,1518,151,616,681,179,187
"1766",53,1364,187,52,104,551,752,43,41,51.16,1435,109,580,791,171,146
"1767",56,1325,190,60,80,595,775,22,14,54.77,1394,84,626,815,182,143
"1768",69,1410,209,60,116,403,791,25,35,53.85,1483,122,424,832,170,147
"1769",65,1522,243,63,97,393,771,48,37,51.68,1601,102,413,811,179,150
"1770",88,1458,241,72,141,417,792,32,16,51.83,1534,148,439,833,140,182
"1771",82,1487,242,44,118,465,752,34,27,59.41,1564,124,489,791,162,174
"1772",79,1523,244,60,135,450,758,27,32,56.87,1602,142,473,797,158,199
"1773",94,1477,241,65,109,435,841,50,39,52.79,1486,110,438,846,153,178
"1774",74,1385,181,49,108,454,940,57,41,55.32,1385,108,454,940,182,195
"1775",80,1469,225,54,121,408,970,39,33,56.38,1469,121,408,970,177,179
"1776",90,1506,217,57,111,419,1008,51,38,55.67,1506,111,419,1008,152,189
"1777",92,1586,238,66,158,405,1011,64,60,55.32,1586,158,405,1011,141,215
"1778",81,1585,193,62,91,387,914,79,37,55.09,1585,91,387,914,141,186
"1779",80,1404,180,44,80,422,953,130,59,55.56,1404,80,422,953,139,162
"1780",88,1557,220,52,119,454,944,74,34,59.39,1557,119,454,944,155,169
"1781",97,1555,223,61,154,469,919,65,31,56.99,1555,154,469,919,133,164
"1782",100,1573,262,49,115,422,910,51,31,53.76,1644,120,441,951,142,179
"1783",80,1465,257,44,154,432,842,23,30,52.79,1465,154,432,842,151,156
"1784",88,1560,238,46,114,514,828,55,31,55.61,1560,114,514,828,162,154
"1785",93,1453,257,47,139,471,837,49,28,55.39,1462,140,474,842,152,148
"1786",92,1499,249,56,110,433,807,130,45,55.09,1499,110,433,807,163,142
"1787",89,1399,240,54,116,483,879,214,91,56,1408,117,486,884,167,134
"1788",98,1541,264,52,148,483,855,180,66,53.76,1541,148,483,855,134,163
"1789",83,1469,249,38,116,452,760,209,102,56.3,1469,116,452,760,137,154
"1790",73,1461,280,48,87,442,785,194,83,55.62,2320,138,702,1247,137,168
"1791",84,1535,272,40,134,447,862,161,75,49.12,1535,134,447,862,145,133
"1792",84,1460,238,29,121,497,873,124,77,55.18,1460,121,497,873,115,165
"1793",57,1348,253,28,80,517,847,111,60,55.95,1356,80,520,852,134,128
"1794",64,1366,273,33,111,569,929,152,84,58.05,1366,111,569,929,142,134
"1795",80,1464,282,45,131,535,914,140,58,55.22,1464,131,535,914,123,147
"1796",74,1334,263,53,95,563,914,155,69,56.22,1334,95,563,914,160,130
"1797",95,1395,288,42,138,582,914,137,52,52.35,1395,138,582,914,134,125
"1798",98,1433,259,50,126,620,901,124,46,56.65,1433,126,620,901,120,134
"1799",96,1409,272,54,106,569,872,110,53,55.29,1409,106,569,872,101,144
"1800",75,1482,267,50,110,536,972,92,55,61.01,1482,110,536,972,105,161
"1801",75,1422,281,33,114,496,1030,75,36,63.06,2021,162,705,1464,126,186
"1802",73,1509,319,33,138,510,989,126,49,57.01,1509,138,510,989,128,144
"1803",79,1440,291,52,129,481,1161,160,50,57.77,1440,129,481,1161,131,149
"1804",78,1426,284,40,172,577,1204,113,44,63.21,1435,173,581,1211,148,175
"1805",62,1333,256,25,161,467,1106,93,73,67,1333,161,467,1106,133,168
"1806",72,1308,265,20,143,540,1116,87,49,73,1316,144,543,1123,116,178
"1807",75,1492,275,45,163,529,1049,86,37,87,1492,163,529,1049,123,159
"1808",67,1445,292,38,139,471,1092,73,30,72,1445,139,471,1092,117,193
"1809",67,1462,286,17,141,459,1200,68,23,89,1462,141,459,1200,104,168
"1810",122,2372,382,156,52,266,133,324,90.72,58.03,13724,301,1539,770,1122,115.47
"1811",110,2496,284,85,15,254,173,214,118,54.16,9190,55,935,637,1097,96.38
"1812",97,1903,256,50,18,71,0,102.95,57,55.15,5605,53,209,0,1166,95.97
"1813",118,2086,280,135,22,89,0,137.43,70.35,53.9,4629,49,198,0,928,94.23
"1814",89,1631,289,81,22,135,589,264.07,104.66,56.4,4404,59,365,1590,840,113
"1815",114,1934,274,106,23,176,332,316.83,106.88,54.3,3730,44,339,640,737,79
"1816",100,1529,220,66,15,172,359,293.61,117.19,54.18,2949,29,332,692,689,102
"1817",91,1504,278,71,21,282,413,312.53,111,52.43,2901,41,544,797,750,127
"1818",100,1497,233,102,21,197,492,314.89,116.24,54.89,2887,41,380,949,716,129
"1819",96,1655,312,98,35,246,511,341.34,110.53,50.17,2736,58,407,845,693,102.31
"1820",122,1428,221,62,30,434,678,375.56,126.76,56.01,2066,43,628,981,576,104.12
"1821",78,1208,168,44,9,390,633,315.92,147.95,55.07,1779,13,574,932,676,105.93
"1822",110,1972,254,61,24,190,119,134,43,56.16,6028,73,581,364,1103,102.89
"1823",81,1927,207,142,8,78,0,217.05,91.95,53.41,5382,22,218,0,1447,93.83
"1824",88,1622,155,67,12,52,0,235.99,103.91,53.28,3864,29,124,0,1132,92.49
"1825",14,1437,148,56,0,56,155,14,7,55.06,10121,0,394,1092,1740,98.59
"1826",46,1254,154,127,27,204,1095,306.95,106.97,58.68,4837,104,787,4224,918,107.01
"1827",81,1399,168,82,40,573,692,399,137.67,52.06,1799,51,737,890,535,105.18
"1828",26,1776,285,162,19,246,194,343,93.05,58.21,11508,123,1594,1257,1426,111.37
"1829",114,1625,185,68,5,149,159,267.46,114.74,54.72,4113,13,377,402,678,84
"1830",76,1434,138,97,3,154,397,270.93,134.7,55.67,3872,8,416,1072,759,78
"1831",52,1203,180,42,99,423,1143,45,44,56.63,1203,99,423,1143,155,140
"1832",63,1353,208,36,172,500,1164,60,45,54.67,1353,172,500,1164,157,159
"1833",61,1258,185,31,97,441,972,70,45,56.1,1266,98,444,978,162,145
"1834",61,1250,178,40,108,431,1033,83,49,56.59,1324,114,456,1094,152,155
"1835",60,1330,198,26,112,401,966,88,36,61.3,1330,112,401,966,170,152
"1836",60,1239,196,27,99,564,900,85,45,52.81,1239,99,564,900,170,126
"1837",71,1324,215,22,78,506,754,85,50,56.55,1324,78,506,754,188,163
"1838",73,1327,216,37,64,488,716,92,46,56.18,1327,64,488,716,141,148
"1839",69,1397,245,49,120,602,1057,133,57,51.85,1397,120,602,1057,189,142
"1840",84,1349,208,42,75,536,848,152,70,53.1,1349,75,536,848,160,171
"1841",73,1410,195,43,67,563,791,239,73,51.23,1410,67,563,791,131,157
"1842",60,1418,250,52,47,458,773,122,91,56.45,2088,69,675,1138,150,172
"1843",81,1435,217,52,81,429,877,165,77,53.06,1435,81,429,877,152,142
"1844",81,1384,207,34,93,482,822,179,67,54.59,1384,93,482,822,129,135
"1845",92,1425,207,42,109,472,810,152,68,54.77,1425,109,472,810,138,144
"1846",83,1405,241,28,109,513,809,60,39,56.97,1405,109,513,809,124,158
"1847",65,1419,209,48,113,577,992,198,91,53.81,1419,113,577,992,146,135
"1848",84,1333,206,35,95,497,898,124,50,56.32,1341,96,500,904,117,148
"1849",89,1360,215,32,120,552,1013,136,67,54.03,1360,120,552,1013,152,147
"1850",75,1429,243,35,123,509,902,138,59,54.08,1429,123,509,902,141,141
"1851",84,1321,204,36,121,501,1069,101,64,59.95,1321,121,501,1069,113,130
"1852",82,1396,255,30,135,453,864,69,52,55.04,1396,135,453,864,115,127
"1853",61,1386,239,28,153,443,1046,92,41,52.17,1386,153,443,1046,160,129
"1854",65,1547,277,26,127,442,1055,109,51,60.85,2142,176,612,1461,154,114
"1855",79,1513,260,23,131,503,981,140,52,61.5,1702,147,566,1104,122,146
"1856",91,1499,285,24,147,601,1014,109,55,56.84,1499,147,601,1014,118,136
"1857",76,1519,275,16,152,604,1129,140,60,61.6,1519,152,604,1129,125,132
"1858",98,1390,292,30,167,604,1072,79,37,57.37,1390,167,604,1072,104,155
"1859",74,1360,256,22,153,631,1169,174,67,59.9,1360,153,631,1169,129,151
"1860",79,1379,273,26,161,678,1273,129,44,41,1379,161,678,1273,145,127
"1861",66,1393,243,29,136,547,1062,71,44,30,1393,136,547,1062,128,162
"1862",64,1442,257,32,128,565,1073,76,39,57,1442,128,565,1073,102,141
"1863",87,1521,304,32,139,566,910,52,25,56,1521,139,566,910,108,146
"1864",88,1465,298,38,161,564,1104,123,31,40,1465,161,564,1104,92,138
"1865",64,1398,218,33,133,426,769,110,67,48.34,1398,133,426,769,147,162
"1866",57,1344,232,37,98,529,711,125,48,53.04,1361,99,536,720,143,176
"1867",67,1490,250,52,132,515,725,126,52,54.14,1490,132,515,725,141,170
"1868",59,1359,211,35,104,483,727,116,62,55.05,1359,104,483,727,149,189
"1869",65,1412,220,19,132,489,822,149,74,59.7,2099,196,727,1222,135,181
"1870",76,1431,259,33,130,456,806,131,82,55.77,1431,130,456,806,138,158
"1871",60,1280,247,31,111,460,840,144,80,53.91,1280,111,460,840,134,159
"1872",74,1429,244,34,129,519,871,116,62,54.46,1429,129,519,871,126,143
"1873",74,1410,277,38,171,564,942,94,35,57.5,1410,171,564,942,122,156
"1874",67,1392,243,41,158,572,1148,93,76,52.39,1392,158,572,1148,156,191
"1875",78,1499,282,48,161,500,863,174,73,54.66,1499,161,500,863,121,150
"1876",68,1406,273,27,149,464,792,96,61,56.97,1415,150,467,797,124,169
"1877",73,1417,237,29,134,489,838,81,55,53.67,1417,134,489,838,143,168
"1878",77,1419,251,26,107,596,749,105,51,55.17,1419,107,596,749,130,152
"1879",83,1400,268,29,126,588,811,97,44,55.68,1400,126,588,811,110,187
"1880",64,1466,278,24,149,474,841,100,55,51.71,1466,149,474,841,112,170
"1881",82,1429,272,24,161,624,901,91,68,54.33,1429,161,624,901,90,173
"1882",71,1512,305,26,221,538,943,69,30,65.76,2187,320,778,1364,137,148
"1883",88,1538,308,22,203,613,973,123,46,60.49,1718,227,685,1087,116,121
"1884",86,1635,345,19,247,674,1059,91,39,68.24,1645,249,678,1066,111,156
"1885",90,1574,312,21,264,626,1110,89,40,65.64,1574,264,626,1110,123,143
"1886",76,1563,323,28,235,561,1088,116,39,60.15,1573,236,564,1095,126,140
"1887",79,1499,263,21,244,610,1095,130,45,63.65,1499,244,610,1095,113,180
"1888",91,1481,300,26,198,775,1073,122,56,48,1481,198,775,1073,99,178
"1889",116,1637,310,38,169,614,989,174,42,62,1637,169,614,989,83,137
"1890",93,1531,285,31,152,629,1003,137,58,51,1531,152,629,1003,88,134
"1891",93,1509,290,33,139,586,989,108,37,53,1509,139,586,989,65,159
"1892",63,1544,276,20,136,492,1058,110,42,54,1544,136,492,1058,103,140
"1893",69,1408,289,34,130,466,986,102,47,48,1408,130,466,986,86,144
"1894",78,1540,266,42,172,404,974,106,37,63,1540,172,404,974,88,150
"1895",78,1519,235,116,41,214,501,326.66,109.55,53.09,2563,69,361,845,790,110
"1896",123,1569,217,119,23,320,451,323.82,123.62,55.99,2269,33,463,652,479,109.8
"1897",102,1574,238,93,29,323,558,211,117.86,54.38,2143,39,440,760,489,106.21
"1898",90,1658,220,122,63,475,429,547,101.64,53.01,2184,83,626,565,566,120.61
"1899",104,1421,161,94,68,334,564,388,111.35,54.99,1757,84,413,697,532,110.74
"1900",107,1696,267,99,67,692,496,375,94.11,55.9,2181,86,890,638,561,127.4
"1901",78,1546,257,110,31,433,592,357,123.08,55.05,1912,38,535,732,544,109.52
"1902",87,1560,232,88,56,538,484,275,101.71,52.81,1915,69,660,594,471,117.33
"1903",76,1423,186,91,42,547,503,323,126.76,53.18,1527,45,587,540,606,115.38
"1904",83,1748,223,124,75,619,342,367,90.48,52.13,2145,92,760,420,530,120.2
"1905",108,1775,242,118,53,584,266,392,97.71,53.46,2178,65,717,326,544,116.57
"1906",82,1637,236,111,40,561,361,361,112.9,51.91,2024,49,694,446,542,122.3
"1907",79,1710,197,108,49,543,335,339,102.11,52.68,2115,61,671,414,451,114.1
"1908",103,1792,232,104,38,500,404,406,114.98,54.63,2216,47,618,500,491,120.6
"1909",83,1536,205,93,37,462,402,231,117.61,55.87,1659,40,499,434,483,128.1
"1910",65,1545,174,70,25,418,389,253,126.23,52.97,1669,27,451,420,468,125.4
"1911",70,1546,208,72,27,433,403,277,114.72,54.68,1815,32,508,473,515,146
"1912",61,1449,197,54,22,358,680,157,122.8,51.73,1713,26,423,804,406,96
"1913",57,1296,175,41,10,300,631,223,132.24,52,1544,12,357,752,393,124
"1914",98,1503,211,57,23,442,591.65,308,138.74,54.76,1752,27,515,705.65,334,101
"1915",112,1426,214,69,33,460,655.65,300,137.8,59.01,1510,35,487,721.81,306,98
"1916",111,1474,202,93,41,547,628.6,308,138.23,55,1561,43,579,696.28,268,98
"1917",102,1297,173,56,16,600,677.03,307,168.11,56.37,1382,17,639,758.32,243,90
"1918",103,1409,191,45,21,520,620.58,190,141.91,56.51,1482,22,547,666.26,261,83
"1919",97,1405,183,72,28,561,645.02,248,150.13,53.87,1488,30,594,703.9,323,105
"1920",96,1463,215,87,33,591,514,297,133.7,52.87,1539,35,622,541,297,123
"1921",105,1481,238,109,43,561,536,367,126,54.86,1568,46,594,568,266,91
"1922",111,1557,248,95,50,551,533,342,112.85,53.86,1670,54,591,572,300,132
"1923",108,1521,241,76,32,473,534,315,134.41,56.09,1621,34,504,569,269,114
"1924",88,1434,234,62,32,470,504,251,118.65,55.99,1508,34,494,530,266,125
"1925",74,1398,208,72,26,336,583,165,146,52.94,1490,28,358,621,273,127
"1926",92,1391,200,79,45,379,595,220,127.01,52.23,1483,48,404,634,231,115
"1927",103,1431,179,75,41,392,561,170,120.87,54.59,1505,43,412,590,219,128
"1928",93,1412,196,69,17,354,477,170,108.42,55.51,1845,22,462,623,199,102
"1929",101,1451,236,74,46,380,471,182,107.61,53.58,1679,53,440,545,249,111
"1930",90,1501,221,80,48,454,573,138,119,57.62,1579,50,478,603,220,144
"1931",98,1747,266,95,84,471,443,122,87,56.43,1838,88,495,466,204,153
"1932",101,1705,263,80,90,516,430,112,74,56.18,1805,95,546,455,186,149
"1933",98,1730,285,86,101,494,507,87,56,53.65,1832,107,523,537,197,169
"1934",92,1606,255,65,122,438,527,84,69,55.59,1712,130,467,562,211,137
"1935",79,1540,230,62,78,364,451,101,75.22,54.52,1652,84,391,484,200,161
"1936",97,1677,264,65,115,485,486,77,61.52,54.64,1764,121,510,511,205,168
"1937",98,1683,290,62,124,467,396,65,61,53.11,1770,130,491,417,187,184
"1938",90,1710,269,50,146,517,435,91,56.02,51.62,1835,157,555,467,170,175
"1939",92,1861,278,87,150,444,402,62,56.31,50.16,1958,158,467,423,173,173
"1940",93,1656,268,68,108,408,421,88,69.26,54.63,1765,115,435,449,169,134
"1941",76,1606,277,57,122,366,411,33,55.59,52.7,1689,128,385,432,201,150
"1942",97,1532,217,44,87,402,508,33,46.44,55.7,1633,93,428,541,190,166
"1943",98,1572,254,43,133,430,557,20,42.92,55.42,1664,141,455,590,190,149
"1944",96,1703,263,59,130,415,507,34,45.01,54.1,1803,138,439,537,184,137
"1945",97,1608,249,50,102,453,475,33,45.71,57.54,1692,107,477,500,177,173
"1946",101,1582,268,44,118,439,524,48,44.95,54.87,1686,126,468,558,169,152
"1947",90,1538,227,39,135,502,570,33,30.64,56.88,1661,146,542,616,181,159
"1948",83,1497,226,41,124,534,535,28,31.54,54.86,1606,133,573,574,164,163
"1949",77,1517,214,49,97,483,509,48,43.7,56.89,1617,103,515,542,148,141
"1950",78,1483,263,37,101,534,548,38,37.67,58.35,1570,107,565,580,169,152
"1951",91,1410,173,37,116,595,545,42,39.59,53.22,1503,124,634,581,146,136
"1952",58,1386,162,35,86,508,498,37,45.05,54.47,1468,91,538,527,177,148
"1953",70,1471,201,49,98,539,505,41,44.84,52.94,1547,103,567,531,188,135
"1954",83,1534,187,37,122,534,487,41,40.5,53.53,1635,130,569,519,177,119
"1955",64,1395,185,39,127,560,574,48,41.85,48.55,1467,134,589,604,167,127
"1956",85,1521,231,50,232,520,598,31,26.28,59.94,1600,244,547,629,163,143
"1957",82,1422,221,52,173,630,682,54,39.57,52.32,1496,182,663,717,164,141
"1958",77,1455,214,55,155,645,550,45,35.82,55.39,1531,163,679,579,171,141
"1959",101,1440,207,55,185,692,644,57,35,56.35,1486,191,714,665,175,181
"1960",97,1406,196,59,159,564,707,32,33,57.07,1479,167,593,744,161,184
"1961",74,1527,205,47,185,525,640,33,22,56.75,1606,195,552,673,158,159
"1962",102,1458,204,44,196,549,590,32,24,58.71,1534,206,578,621,162,181
"1963",84,1449,182,36,178,523,611,40,23,54.47,1524,187,550,643,148,174
"1964",70,1334,202,47,153,423,693,70,36,51.52,1403,161,445,729,151,150
"1965",73,1419,180,57,165,470,704,67,40,53.57,1493,174,494,741,169,189
"1966",84,1472,263,44,179,559,859,67,31,55.91,1548,188,588,904,160,164
"1967",87,1449,251,37,176,498,920,85,36,57.39,1524,185,524,968,160,124
"1968",83,1427,231,65,137,491,890,90,47,55.06,1501,144,517,936,174,123
"1969",89,1451,230,34,193,532,804,83,57,54.03,1526,203,560,846,140,133
"1970",88,1442,206,35,197,441,889,55,49,48.2,1442,197,441,889,156,113
"1971",90,1360,185,38,165,505,900,64,35,55.24,1360,165,505,900,159,136
"1972",95,1384,169,43,159,476,844,47,27,53.17,1384,159,476,844,148,124
"1973",94,1382,196,31,182,417,865,29,30,52.72,1391,183,420,870,169,132
"1974",91,1354,201,39,140,520,978,22,30,58.93,1354,140,520,978,134,149
"1975",88,1301,162,33,108,508,904,50,37,55.86,1301,108,508,904,162,125
"1976",90,1325,187,28,136,711,1054,71,32,52.73,1325,136,711,1054,169,155
"1977",86,1460,257,35,165,729,1005,83,27,58.05,1460,165,729,1005,170,153
"1978",90,1348,224,36,140,654,1042,101,36,54.89,1348,140,654,1042,177,153
"1979",72,1339,221,38,157,502,1008,129,47,59.3,1399,164,525,1054,161,126
"1980",88,1452,212,52,161,590,913,112,52,53.67,1452,161,590,913,163,138
"1981",72,1380,228,38,93,548,869,107,51,52.52,1380,93,548,869,175,153
"1982",80,1421,236,45,85,608,780,100,47,53.72,1430,86,612,785,146,165
"1983",74,1340,211,37,85,518,778,88,55,56.7,1340,85,518,778,183,153
"1984",89,1331,240,41,117,554,814,87,54,56.64,1331,117,554,814,146,118
"1985",71,1328,192,36,125,580,925,140,73,50.86,1328,125,580,925,161,138
"1986",82,1373,235,38,92,563,792,130,73,54.11,2004,134,822,1156,144,149
"1987",87,1393,213,30,133,607,915,130,56,51.04,1393,133,607,915,173,125
"1988",79,1324,206,30,142,619,990,140,78,53.28,1324,142,619,990,171,109
"1989",62,1263,217,31,115,488,962,99,55,59.49,1263,115,488,962,144,134
"1990",83,1394,269,29,114,536,1087,148,93,59.07,1394,114,536,1087,143,149
"1991",90,1458,274,32,205,511,1094,126,97,57.27,1458,205,511,1094,129,183
"1992",83,1353,227,44,113,550,1023,121,78,56.02,1353,113,550,1023,129,145
"1993",92,1365,241,52,141,508,1071,87,54,57.39,1365,141,508,1071,113,135
"1994",85,1459,221,35,152,488,973,109,56,58.93,1459,152,488,973,107,148
"1995",72,1330,220,36,105,435,1067,112,64,58.46,1330,105,435,1067,111,174
"1996",103,1534,269,33,168,516,930,120,65,60.18,1534,168,516,930,101,169
"1997",77,1357,224,45,173,513,1013,161,56,65.21,1912,244,723,1427,96,159
"1998",75,1413,258,37,171,531,1193,155,52,64.37,1590,192,597,1342,119,160
"1999",68,1400,245,21,153,615,1189,113,53,56.13,1400,153,615,1189,134,165
"2000",90,1415,266,37,172,642,1120,121,49,55.95,1415,172,642,1120,120,157
"2001",88,1531,290,26,160,674,1034,101,51,56.39,1522,159,670,1028,100,156
"2002",86,1507,307,18,188,696,1028,109,56,58.03,1507,188,696,1028,105,150
"2003",97,1535,304,44,226,709,1032,79,39,51,1535,226,709,1032,93,173
"2004",90,1493,304,40,235,625,1090,57,42,50,1493,235,625,1090,118,170
"2005",96,1474,302,35,199,620,967,74,21,65,1483,200,624,973,91,167
"2006",101,1449,283,29,181,597,986,53,37,40,1458,182,601,992,80,164
"2007",91,1500,314,33,183,705,874,43,23,72,1500,183,705,874,101,153
"2008",75,1427,299,26,128,431,901,71,35,49,1427,128,431,901,90,146
"2009",76,1427,299,52,164,497,897,58,25,53,1436,165,500,903,92,133
"2010",67,1345,207,70,28,540,710,121,111.39,51.71,1443,30,579,762,289,101
"2011",92,1414,209,85,24,606,528,205,139.13,52.98,1487,25,637,555,218,117
"2012",135,1793,371,59,46,259,777,319.12,105.62,55.41,2570,66,371,1114,794,114.79
"2013",54,1244,182,32,12,321,618,288.34,136.74,54.22,1866,18,482,927,597,103.31
"2014",57,1329,243,61,40,312,871,207,106.23,54.89,1765,53,414,1157,600,124.44
"2015",34,1177,171,9,0,119,0,68.96,42.04,54.79,10035,0,1015,0,1279,100.72
"2016",93,1527,200,64,0,79,0,251.52,106.7,53.38,3638,0,188,0,1010,92.37
"2017",75,1343,176,83,22,227,458,296.88,133.24,56.46,2720,45,460,927,903,83
"2018",107,1475,195,76,12,207,397,306.99,141.04,54.48,2438,20,342,656,641,101.18
"2019",101,1493,229,91,17,263,513,326.38,133.21,53.71,2260,26,398,777,740,108.27
"2020",114,1416,191,82,25,338,408,334.58,132.01,56.9,2048,36,489,590,551,106.31
"2021",108,1591,240,99,23,466,495,392,125.61,55.77,1854,27,543,577,576,114.47
"2022",114,1860,313,94,47,530,408,697,102.49,53.54,2232,56,636,490,577,120.57
"2023",110,1427,179,56,43,492,625,562,121.3,56.13,1712,52,590,750,516,101.55
