"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","STARS"
0,17.7,0.2,0.86,1.25,0.034,229,-91,0.99799,2.89,0.48,4.5,1,1.39
0,9.8,-0.64,-0.54,2.4,-0.00979,165,29.7,0.97543,3.24,1.74,9.5,0,1.22
3,13.2,0.24,3.12,80.3,0.035,60,-32,0.95411,2.8,0.44,9.6,-1,1
6,17.1,-0.51,0.39,27.85,0.04,-147,89,0.9911,2.21,0.4,11.4,1,2
0,8.8,0.29,-0.96,5.5,0.053,-70,-77,0.95178,3.02,-1.33,8.9,0,1.37
3,6.7,0.68,1.55,-109.5,0.169,26,-152,0.9954,4.07,1.13,9.6,0,2
0,15.3,0.34,0.49,1.4,0.075,-179,-427,0.99543,3.13,0.74,16.8,1,1.19
0,4.3,0.415,0.19,1.6,0.039,27,314,1.04133,2.99,0.669,15.2,-1,1.26
6,5.1,-0.87,3.19,1.6,0.027,-29,89,0.9893,3.51,0.38,12.5,1,2
3,6.7,2.93,0.51,8,0.062,50,446,0.99545,3.13,0.5,13.7,0,2
2,8.6,0.33,-0.93,38.1,-0.748,42,231,0.99882,3.17,-0.35,16,-2,1
3,15.5,1.14,-0.92,50.1,0.045,21,436,1.01143,2.05,1.93,6.3,0,1
0,6.5,1.29,0.47,-5.121,-0.412,-240,11,0.9958,3.33,2,9.4,-1,1
4,6.7,1.02,-0.72,52.8,-0.234,35,535,0.99628,1.37,0.91,9.4,1,3
4,6.6,-0.76,0.8,0.6535,0.047,-211,60,0.9958,3.2,0.54,9.1,1,1
4,12,0.48,0.61,2.4,0.077,6,456,0.9863,1.97,0.6215,13.1,1,2
3,0.1,0.505,0.49,-17.9,0.869,522,-111,0.95268,3.08,0.54,5.2,-1,1
5,5.1,-0.04,1.58,2.3,-0.26,40,-468,0.98944,3.55,0.94,-1.2,1,3
5,17.2,0.22,-1.88,-10.5,0.046,73,90,0.94958,3.94,1.23,15.4,1,2
4,11.1,0.07,-0.69,65,0.029,-44,87,1.02422,3.05,2.21,12.6,-1,2
4,-1.4,0.25,0.31,2.3,0.634,32,-193,0.98662,2.22,1.68,9.4,0,3
0,13.4,-0.22,0.52,0.4495,-0.067,177,-382,0.94791,3.31,0.77,11.2,-1,1.39
6,0.4,0.5,0.49,53.9,-0.008,51,500,0.9926,4.36,0.27,12.7,0,4
0,8.7,0.73,1.67,-2.933,-0.501,30.8,341,0.9976,3.2962,-2.15,4.9,1,1.33
0,13.8,1.55,1.3,44.1,0.234,121,354,0.98871,3.72,0.56,9.2,-1,1.26
6,8.7,0.23,0.39,55.7,0.215,58,65,1.01668,4.3,1.8,12.7,1,2
0,8.3,-0.35,0.29,4.435,0.226,261,72,0.99645,3.39,0.68,14.1,1,1.3
4,7.1,1.15,0.39,15.25,-0.397,89,545,1.03114,3.36,1.12,9.1,0,3
7,16.4,0.03,1.04,1.6,0.039,-65,296,0.98957,3.33,0.46,11.975166666666,2,2
5,13.9,0.16,0.2,1.1,0.13,-124,321,0.9927,3.12,-1.12,8.6,0,1
4,8.9,-0.64,-0.37,79.5,0.398,-223,178,0.99808,3.17,0.64,10.6,0,2.34
7,7,0.13,-0.94,-75.3,-0.11,274,-215,0.99118,3.08,0.6059,8.2,1,4
0,10.3,-0.515,-1.21,31.2,-0.243,23,66.415,0.9978,3.28,0.55,16.2,1,1.27
5,6.6,-0.62,0.34,-35,0.484,45,79,0.98949,3.46,0.5,5.5,1,3
5,4,0.265,0.19,28.6,0.363,-93,-254,0.99704,2.69,-0.07,9.65123333333,1,4
3,18.8,0.22,0.49,-23.2,0.037,53,241,0.9951,1.82,-1.27,10.6,-1,2
6,11.9,0.41,-1.13,43.2,-0.292,-47,501,0.99469,2.91,0.25,16,2,3
0,-3.9,1.5,0.26,2.5,0.097,250,31,0.94366,3.27,0.92,3.6,0,1
4,11,0.25,0.24,5.2,-0.28,1.645,-276,0.94674,3.16,2.2,10.7,-1,2
4,-3.2,-0.62,0.08,-2.1,0.07,-8,26,0.99358,4.44,3.25,12.5,-1,2
7,16,-0.91,0.34,18,-0.122,-189,148,0.9912,3.32,0.59,16.1,1,3
5,11.5,0.28,0.44,64.1,0.07498,8,70,0.9899,3.66,0.46,12.1,1,3
4,8,0.22,0.32,10.4,-0.519,71,201,0.89754,3.11,0.53,9.5,0,2
1,-15.2,0.79,-1.3,-38.4,0.561,37,-195,0.99625,3.09,-1.14,6.2,-2,2
0,-1.7,1.22,0.55,36.6,0.136,24,-329,0.99752,3.35,0.85,10,0,1.22
5,-3.4,-0.94,-0.19,18.3,0.526,-122,95,0.992,3.12,0.38,10.7,1,3
0,-4.9,-0.41,0.32,7.0455,-0.107,40,98,0.9898,3.42,-0.67,15,1,1.4
4,6.9,0.22,0.32,9.3,0.351,22,110,1.04244,1.64,0.54,10.7,-1,2.22
0,-3.7,-0.75,0.57,2.4,0.07063,-68,-377,0.99356,3.33,0.84,9.5,0,1.28
4,4.8,0.26,0.37,-32.9,0.043,45.77,319,0.9977,2.43,0.5025,5.3,1,2
4,6.5,1.41,0.38,7.2,0.474,-22,-209,1.01481,4.37,0.5,9.6,1,3
0,-0.9,0.69,-1.4,1.9,-0.327,163,10,1.08605,3.35,0.6,9.7,1,1.39
0,7.4,0.32,-1.24,2.3,-0.527,23,58,0.99633,3.42,0.89,10.6,-1,1.12
0,14.7,0.12,0.29,4.6055,0.039,41,-332,0.99564,2.51,-1.05,9.8,0,1.35
2,8,0.07,-0.36,1.2,0.05,11.5,121,1.01789,3.24,0.69,9.5,0,1
6,-2.5,-1.19,0.08,-18,0.029,39,128,0.99272,3.37,0.41,13.8,1,2
3,9.9,0.22,0.28,2.2,0.504,24,142,0.9917,4.4,1.1,10.5,-1,1
4,6.9,0.35,-0.58,11.95,-0.511,182,111,0.99687,3.11,0.29,9.7,1,2
3,14,1.03,-0.75,2,0.583,19,-81,1.00405,3.3,0.48,7.7,0,1.69
4,12.3,-0.53,0.24,4.9,0.162,-64,123,0.98001,3.0863,-0.39,8.6,0,2
4,7.1,0.26,1.05,14.45,-0.37,57,204.2,1.0007,2.96,2.07,9.2,0,2
5,7.4,0.28,1.38,3.534,-0.113,-467,126,1.03294,2.98,-0.75,9.7,1,2
1,6.9,1.73,-0.23,22.7,0.053,169,121,0.993,2.43,0.7,11.4,-2,2
5,17.2,0.21,-1.33,8.1,0.047,255,114,1.04098,4.25,1.9,10.3424,1,3
5,7.6,1.58,0,6.3,0.09439,-456,-100,0.9924,2,1.26,5.2,0,3
6,7.4,0.19,0.27,15.5,-0.338,25,135,1.04011,4.12,-0.48,3.3,1,3
0,8.6,0.16,0.79,46.6,0.043,227,302,0.97636,3.08,0.5208,6.9,0,1.15
4,6.4,1.29,1.36,10.3,0.623,137,138,0.94667,3.62,2.11,11.5,-1,2
5,8.4,-0.12,-2.73,12.15,-0.085,37,-286,1.0283,2.85,0.5488,10.8,1,3
5,-2,0.18,-1.02,46.1,0.039,29,38,1.03643,3.11,0.45,6.1,0,4
4,14.3,0.21,0.34,1.4,0.009,199,112,0.99091,2.97,1.38,11,0,2
3,0.5,-0.21,0.41,20.8,0.039,48,269,0.99052,2.69,-0.24,9.7,0,1
0,9.1,1.57,0.49,34.6,0.094,38,117.15,1.03671,3.08,0.59,9.1,-1,1.25
4,5.9,0.31,1.65,2.2,-0.506,-102,167,0.9926,3.37,-0.03,14,0,2.12
5,14.9,-0.36,0.28,6,-0.349,345,-74,1.00682,3.11,0.45,10.9,0,3
4,7.8,0.445,0.56,7.7,0.04,8,-322,0.94728,4.17,0,15.3,1,1
4,7.2,1.04,0.35,-21.2,0.416,254,-421,1.02985,3.05,-0.45,8.9,0,2.09
0,1.7,-0.965,1.35,32.5,0.043,-147,395,0.9936,3.08,-2.12,10.15733333333,-2,1.33
3,17.3,0.33,0.14,4.8,0.052,27,-611,1.01384,3.21,0.48,9.4,0,3
5,7.1,-1.16,0.27,38.7,-0.164,26,260,1.04211,2.52,-0.2,11.5,0,3
7,8.5,0.3,0.32,57,0.045,31,135,1.04331,3.09,0.33,7.5,1,4
1,6.2,1.17,0.35,42.8,0.051,24,111,0.96568,2.76,-0.95,11,-1,1.34
5,6.9,0.41,0.72,1.15,0.00938,160,513,0.97384,3.37,0.38,11.4,2,3
2,6.9,0.18,1.26,8.1,1.172,44,242,1.04253,3.11,0.54,11.3,-2,1.45
4,-2.8,0.41,0.27,42.8,0.629,37.44,472,0.99672,1.77,0.41,14.4,0,1
5,6.5,1.08,0.32,-24.2,-0.956,62,128,1.04402,3.18,-0.93,9.6,1,4
2,6.5,0.24,0.34,54.2,-0.308,25.385,200,1.00758,5.13,-0.95,16.7,-1,1
4,2.7,0.52,-0.67,-34,0.047,93,215,0.99542,3.19,0.48,15.8,0,2
4,7.3,0.56,-0.78,-2.8905,0.303,55,463,0.99695,3.32,-1.11,3,0,2
6,5.7,2.57,0.13,70.9,0.025,-229,134,0.96924,3.33,1.32,13.5,2,1
5,8.8,0.27,-0.7,33.3,0.1,306,27,1.04393,3.15,0.69,13.8,1,4
2,7.5,-0.32,-1.05,10.9,-0.074,-252,124,0.9948,3.3,0.6147,13.3,-1,2
4,9.4,0.93,0.93,4.45,0.149,33,182,0.9924,2.6,0.4405,-1.1,0,2
4,3.9,1.1,0.68,1.5,0.05,31,375,0.9946,3.32,1.25,14.9,0,1
2,27.8,0.2,0.38,-26.8,-0.348,51,-507,1.0004,3.34,1.82,6.9,-2,1.41
5,5.9,0.42,-0.52,2.4,0.034,-149,77,0.99184,4.33,0.01,10.9,2,4
0,6.9,0.19,-0.52,6.5685,0.09064,49,110.81,0.9932,3.2,0,16.8,0,1.26
0,8,0.5,2.1,-47.4,-0.416,5,339,1.0002,3.19,0.44,9.5,1,2
4,9.1,0.22,1.24,1.9,0.661,-187,332,0.99774,2.25,0.62,12.5,0,2
6,10.5,-0.72,1.74,-80.6,0.039,215,498,0.99678,3.38,0.78,10.3,1,4
5,0.1,-1.12,0.27,1.5,0.38,35,241,0.93739,4.25,0.3,10.6,1,3
4,9.4,1.35,2.04,1.2,-0.399,299,97,1.04326,4.38,0.28,12.5,0,2.05
1,5.6,0.27,0.69,23.2,0.308,12,-153,1.02435,3.06,0.47,9.7,-2,1
6,13.1,1.35,-0.03,1.7,0.035,204,136,0.9414,3.11,0.4,12.6,1,2
3,-3.4,-1.08,0.39,2,-0.404,-463,100,0.96975,1.84,0.52,10.9,0,3
3,-2.5,-1.17,-0.12,-39.3,0.551,169,154,0.9934,3.08,0.45,5.5,0,2
3,15.6,1.075,0.19,58.7,0.37,-525,331,0.98977,3.34,0.56,10,0,1
3,5,0.75,0.25,-32.1,-0.424,-263,789,0.95487,3.39,1.47,14.3,-1,2
5,6.7,0.62,-1.27,47.1,-0.442,-278,402,0.99042,3.48,-1.16,12,2,3
3,6.1,0.28,-0.06,8,0.048,288,355,0.99498,4.33,-0.55,4.6,0,1.57
5,-1.5,-0.31,-0.25,4.1,0.432,162,116,0.994,3.51,0.38,9.4,1,3
3,6,2.3,0.32,-10.5,0.256,36,242,0.99215,2.7,1.67,10.8,-1,1.9
4,7.4,-2.36,0.49,1.1,0.063,33,156,0.992,3.84,0.54,10.1,0,2
0,7.1,-0.44,-0.74,-54.6,0.231,32,59,0.99617,2.35,3.67,12,-2,1
4,7.2,0.65,-1.39,2.3,0.03449,5,257,0.96602,3.96,0.84,11.047,1,1
0,10.5,1.66,0.53,10.05,0.429,47,46,0.99375,3.33,0.5489,11.2,0,1.19
0,6.2,-0.13,0.2,18.1,-0.115,14.055,158,1.02884,3.15,0.5,7.2,-1,1.21
5,14.5,0.25,-0.52,62.4,0.082,50,421,0.9995,3.03,-0.59,9.2,1,2
5,6.2,0.3,-0.6,6,0.614,28,106,0.988315,3.5,0.5003,20,1,2
0,0.4,0.33,0.14,8.1,0.416,101,16,0.9911,3.32,0.27,12.1,0,1
4,-0.8,-0.61,0.42,14.3,0.045,-194,213,1.01214,3.18,1.2,9.2,1,2.28
0,-1.3,0.63,0.17,2.9,0.099,163,312,1.00842,3.2145,0.52,6.3,1,1.26
5,9.6,0.22,0.85,9.7,-0.124,211,180.71,0.9965,3.08,-0.36,8.4,1,3
4,9.6,0.92,-0.42,2.4,0.087,19,115,0.99045,2.77,0.44,9.4,0,2
4,17,0.42,0.89,-39,-0.465,-229,172,1.02855,4.29,0.64,15.9,0,3
0,6.5,0.5,0.33,2.2,0.051,47,131,0.95054,5.09,1.52,4.1,0,1.41
4,10.6,-0.12,0.36,-39.1,0.036,43,-183,0.99573,3.04,0.32,17.7,1,3
0,9.4,-0.24,0.63,2.8,0.092,267,-363,1.01471,3.19,0.517,10,1,1.24
3,8,0.27,-1.02,1.2,0.018,281,499,0.97664,3.87,-1.03,10.3,-1,1
4,4,0.84,0.35,2.6,0.431,33,70,0.99146,3.22,0.4361,11.3,0,1
3,8.9,1.56,1.75,6.6,0.123,35,62,0.9953,1.96,2.09,9.4,0,2
4,0.1,0.38,-2.53,13.6,0.02539,-14,137,1.01635,2.77,0.79,14.7,0,1
3,7.6,0.3,1.85,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,-1,1.65
4,-7.7,0.32,0.6,2.6,-0.323,246,-315,1.03483,3.25,0.61,10.6,1,2
4,-0.5,0.49,-0.79,2.6,0.068,-177,246,0.96559,4.19,0.63,10.5,1,2
5,7.2,0.24,-0.77,12.75,0.451,8,128.55,0.99386,2.43,0.57,12.9,1,4
2,11.9,0.305,0.4,53.7,-0.334,44,216,0.97933,2.45,0.46,4.4,-1,1.36
4,6.9,-1.04,0.36,1.3,0.036,126,381,1.01811,2.17,0.95,-1.6,-1,1
2,16.6,0.35,0.35,1.1,0.045,14,167,0.992,3.34,0.68,3.6,-2,1
4,6.8,0.34,-0.51,-63,-0.485,23,185,0.9928,3.51,0.4221,5.3,0,1.94
4,9.3,1.84,0.55,2.1,-0.321,1,189,1.04814,3.11,1.6,8.2,0,3
0,0.2,1.94,0.64,2.6,0.086,-7.72,-401,0.9662,3.38,0.74,10.7,0,1.27
0,7.8,0.34,-0.86,2,0.481,232,-245,0.9964,3.34,0.59,15.6,-1,2
2,11.9,1.8,-0.97,2.1,0.18,231,61.24,1.04206,2.35,0.64,13.4,-1,1.35
3,8.2,0.61,0.45,-56.3,0.581,59.1,162,1.00604,2.17,0.34,7.1,0,3
3,5.5,-2.45,0.21,-8.2,0.015,23,85,0.89282,3.2055,0.42,12.5,0,2
5,6.6,0.25,0.09,-121,0.486,-276,183,1.00571,3.42,0.69,15.2,1,3
0,13.6,-1.02,0.33,10.1,-0.255,-218,458,0.9949,3.91,-0.69,11.1,0,1
5,9.4,0.25,-0.98,45.1,0.059,100,-223,0.9984,3.51,-0.98,9.8,1,4
0,6.6,1.84,-1.05,-14.3,0.035,10,363,0.98916,3.87,0.4251,7.7,-1,1
4,-8.1,0.23,0.46,-52.1,0.524,9,72,0.9941,5.14,2.16,5.5,0,3
6,6.7,0.28,0.31,7.4,0.637,-74,81,1.02966,3.65,0.2402,17,0,2
2,13.5,0.13,0.46,0.9,-0.532,9,65,0.97426,3.7,0.35,11.2,0,1.56
0,3.8,0.05,-0.27,48.1,0.916,4.955,32.95,0.99534,3.4,0.85,16.8,1,1.41
5,-2.2,0.25,1.99,4.1,0.041,-164,-72,0.95758,3.25,0.59,11.3,1,1
2,5.9,0.94,-1.33,7.9,0.576,119,197,0.99512,3.21,0.36,10.5,-1,2
0,0,-2.19,-0.1,4.5,0.602,17,-259,0.93953,3.42,3.1,13.7,1,1.55
4,7.4,-0.66,0.05,-3.1,-0.568,-289,346,0.9951,3.1,0.6484,10.6,0,3
0,4.9,-0.33,0.44,1,-0.446,24,424,1.03068,4.07,-0.12,11.2,1,1.29
6,5.7,-1,0.3,-17.6,-0.321,250,82.56,0.98963,2.92,0.3835,11.857266666663,2,4
1,8.4,1.08,0.19,2.2,0.093,259,75,0.99994,2.97,0.5352,11.3,-1,1.18
3,-15.7,0.3,-0.01,3.2245,0.058,-351,215,0.98665,3.19,1.68,9.6,-1,1
4,8,0.2,1.85,9.1,-0.229,-103,111,0.99158,3.09,0.32,11.2,0,3
5,6.8,-0.81,0.29,11.9,-0.404,311,304,0.95249,3.02,0.58,10.4,1,3
5,-5.6,-1.02,1.5,12,-0.501,61,81,0.98019,2.07,0.59,12.8,1,3
0,-2.8,0.23,0.36,17.2,0.039,37,510,0.99946,3.65,0.01,-0.1,0,1.27
0,8.9,0.48,-0.65,3.9,0.17,71,148,0.95786,3.17,1.15,9.885999999993,-1,1
3,5.8,0.3,0.47,54.9,0.202,41.865,136,0.9927,3.19,0.45,9.5,0,2
2,3,-1.21,0.35,7.8,-0.104,54.32,331,1.03298,4.33,0.79,6,-2,1
1,6.7,0.42,0.39,-46.9,0.04,-127,422,0.99703,3.31,0.1,8,-2,1
3,6.2,0.34,0.25,12.1,0.059,33,130.675,1.02835,3.14,0.56,13.1,-1,2
5,6.2,0.98,0.25,17.9,0.03,35,105,1.05289,4.56,0.44,8.9,0,3
5,6.6,0.88,0.33,7.4,0.123,-320,95,0.99268,3.25,0.49,9.6,1,3
3,13.2,1.76,-2,12.7,-0.052,25,132,1.01801,3.63,0.59,9.3,-1,1
4,-7.5,0.25,0.32,10.3,0.041,66,272,0.9969,3.83,0.52,9.1,0,1
4,6.6,0.75,0.5,71.8,0.036,41,154.65,0.97286,3.34,-0.59,11,0,1
1,8.6,0.34,0.36,1.4,0.125,60,119,1.00261,3.65,0.47,9.4,-1,2
3,-0.2,0.36,0.31,4.1,0.061,20,134,1.02871,3.18,0.28,4.2,-1,1
3,-9,1.35,-0.36,-53,-0.041,-77,-126,0.94212,3.152,-1.19,14.1,0,2
4,7.4,-0.92,0.36,-17.5,0.067,134,178,0.9976,3.01,-0.51,14,0,2.25
0,10.4,0.34,-1.04,-115.5,-0.345,157,399,1.02578,3.1156,-0.26,9.3,0,1
3,6.8,0.63,-0.5,51.3,0.058,275,133,1.03334,3.36,1.35,10.2,1,1
0,4.4,1.53,-1.04,50,0.599,18,141,0.98698,3.89,-1.78,12.5,1,1.43
0,6.6,0.34,0.4,-49.5,0.046,198,170,0.94404,3.38,0.23,4.4333333333,-1,1.41
4,0.5,1.11,1.74,14.9,-0.234,82,142,0.99705,3.14,-0.38,9.7,0,2
4,11.8,0.27,0.46,-53.5,0.034,254,140,1.02054,2.84,1.81,11.1,0,2
3,8.6,1.13,-0.46,11.8,-0.118,29,-304,0.95014,3.49,0.66,2.7,-1,2
3,6.8,1.32,0.24,-122.7,0.22,8.24,-140,1.01575,3.26,0.46,15.4,-1,1
4,6.8,0.69,0.25,8.292,-0.062,34,-81,0.99668,3.19,3.6,10.17833333333,1,2
3,6.2,0.25,0.26,13.5,-0.303,26,-154,0.99784,2.26,0.31,6.5,-1,3
0,-4.2,0.65,0.06,-50.4,0.08915,6,-386,0.99348,4.16,0.54,16.05,0,1.24
4,6,0.88,0.26,-62.1,-0.379,-29,397,0.99238,3.34,0.44,13.7,0,1
3,7.8,1.75,0.44,1.3,-0.178,206,166,1.0297,3.9,1.69,4.8,0,2
4,7.8,0.7,0.06,1.9,0.12139,112,191,0.99628,3.4,0.01,10.9,1,3
3,6,0.16,0.3,50.3,0.579,43,-157,1.0443,3.165,1.78,19.2,0,1
0,6.7,-0.1,0.3,-122.7,0.048,-16,113,1.02724,3.33,0.44,10.1,-1,1.34
6,7.6,0.72,0.31,6,0.02,-34,90,0.98981,2.03,-1.75,13.4,1,3
3,21.1,-0.69,0.43,-45.7,0.581,-235,72,0.9918,3.23,0.53,14.4,-1,1
4,5.7,0.33,3.14,112.9,0.052,391,128,0.99475,4.38,2.01,12.1,1,3
4,15.7,0.43,0.49,13,0.033,37,158,0.94895,5.52,0.35,11.3,0,1
5,13,0.93,0.28,-20.6,-0.112,491,203,0.9952,3.7,-0.65,9.4,0,2
3,9.2,0.24,0.31,2.3,0.579,63,113,0.99013,3.29,0.15,12.9,-1,3
2,5.8,1.73,0.35,-9.3,0.053,36,444,0.92945,3.28,0.5,10.2,0,1.54
5,7.3,0.18,0.44,5.3635,0.045,40,-140,0.9924,3.15,0.46,14.2,0,2
5,6.2,-0.71,-0.29,1.6,-0.176,40,-318,0.98914,4.11,0.41,15,0,3
4,10.2,0.04,0.41,65.3,0.058,76,105,1.02363,2.54,0.51,9.7,0,3
3,8.4,-0.06,0.02,15.6,0.179,73,-132,1.0004,3.0657,0.82,8.9,-1,2
5,4.8,-0.59,-0.54,2,0.01702,-115,437,0.94658,3.37,2.06,11,0,2.56
0,-1.9,1.15,0.05,35.5,0.317,39,396,1.00575,4.56,0.11,10.1,-2,1.21
4,6.2,-0.09,0.3,16.9,0.359,24.7,-352,0.99728,3.18,0.47,9.913333333333,0,3
4,1.3,-0.67,0.39,-16.5,-0.435,267,-111,0.99054,3.27,0.27,11.5,-1,1
3,18,0.34,0.19,7.2,-0.518,39.34,-334,0.95667,3.11,0.41,12.1,-1,1
3,22.5,0.64,-0.87,2.3,-0.054,14,438,1.03899,2.37,0.9,4.2,-1,2
0,7.4,-1.06,0.23,-37.1,0.045,53,147,0.99731,2.23,0.99,10.5,1,1.34
6,4.1,0.26,1.17,-48.3,-0.22,17,121,1.00361,3.09,0.72,11.6,1,4
4,9.7,0.44,-0.82,-54.8,0.039,5,115.89,1.02288,2.53,0.86,9.9,0,2
4,8.1,-0.65,0.44,9.603,0.161,65,153,0.99685,3.11,0.478,9.1,1,3
4,-12.5,1.35,0.29,24.6,0.036,-185,579,0.99168,2.59,0.43,12.2,0,2
4,-0.6,1.32,-0.72,31.4,0.321,241,108,1.02629,5.68,0.35,6.7,0,1
4,7.1,0.97,-0.62,3.6,-0.361,69.57,-15,0.993,1.85,0.78,11.4,0,1
5,6.8,-0.41,-0.8,1.1,-0.261,32,133,0.98483,3.15,0.45,11,0,3
5,15.3,-1.1,0.94,6.3,0.048,-196,143,0.9966,2.72,0.5,9.1,1,2
6,6.9,0.73,0.28,7.8,-0.276,43,56,0.96835,2.96,0.6,7,0,3
0,-2.3,0.95,2.02,14.35,0.578,118,191,1.01397,3.32,0.88,8.7,0,2
3,5.3,0.33,-0.55,7.8,0.052,-67,183,0.99657,3.39,0.65,9.5,0,1
4,20.9,0.27,0.33,-62.5,0.064,200,45,1.01879,2.7,0.4,-1.7,0,1
7,6.9,0.03,1.55,56.8,0.036,-203,440,0.9934,2.68,0.2786,9.5,2,3
5,5.8,0.33,1.01,38.3,0.164,-117,104,0.9909,2.4,-1.06,15.55,0,2
5,-9.1,0.22,0.3,10.6,0.499,67,194,0.99654,2.89,0.42,10.11,1,2
5,6,0.62,-0.24,2.3,0.044,20,377,0.9895,3.31,1.5,16.6,0,3
6,12.1,0.38,0.68,1.6,-0.331,22,-224,0.9948,3.02,0.45,10.4,2,1
6,-4.1,1.58,1.37,49.5,0.056,50,163,0.95394,3.19,0.12,14.7,2,2
4,-3.8,1.61,0.71,45.6,-0.515,-200,351,0.9983,2.99,0.3,9.2,0,3
4,7.5,0.33,0.32,-32.9,-0.353,25,-61,0.99552,2.87,2.08,10.5,0,4
2,7.1,0.85,-0.3,53.3,0.046,255,-319,0.9998,5.03,0.39,8.7,-1,1
3,19.3,0.31,0.22,13.3,0.048,125,212,1.01013,4.48,0.49,15.9,0,1
2,8.4,1.07,0.4,8.9,-0.125,33,141.41,0.9988,4.61,-2.12,11.2,-1,2
4,-3.4,-0.015,0.33,25.8,0.049,28,222,0.9927,2.97,1.01,10,1,1
3,7,1.16,-1.07,1.6,0.09069,28,199,0.9961,3.23,0.59,10.3,0,2
5,5,-0.07,1.68,-26.8,-0.02314,244,-253,0.98774,3.3,0.32,16.5,0,2
1,14.7,1.33,-0.78,33.9,0.063,-415,526,0.99561,2.86,1.72,11.5,-2,1
5,8.9,0.61,2.02,-13.5,-0.173,-231,110,0.9972,3.12,0.7524,9.3,2,1
3,-1.9,0.17,-1.66,2.9,0.636,14.815,-102,0.99243,3.45,0.6438,10,0,2
4,7.7,0.75,0.27,28.5,-0.212,198,514,1.04625,3.29,0.6528,9.1,1,2
3,1.5,1.69,0.41,101,0.046,-218,-175,0.99672,4.31,0.5519,4.6,-1,2
3,21.5,0.24,-1.2,-23.1,-0.06881,38,473,1.03219,3.12,0.55,9.9,-1,3
0,-3.8,0.21,0.02,2.5,0.624,-210,438,0.9972,3.54,-0.55,9.3,0,1
5,10.2,0.01,0.66,-50,-0.01162,-113,25,0.98675,3.34,0.79,25.1,0,3
1,14.5,0.6,-1.03,1.3,0.042,-142,98.685,1.01814,3.61,1.95,9.8,-1,1.31
0,6.5,1.22,0.24,12.1,0.046,198,542,1.03297,2.99,0.6564,9.5,1,1.43
3,6.8,0.31,0.19,56,0.086,30,130,0.993,1.56,0.44,7.4,0,1
0,2.4,0.38,-0.19,-105.8,0.06,42.5,113,1.02275,2.6,1.2,10.6,1,1.36
5,8.5,-1.1,-0.94,49.2,0.036,24,499,0.9932,2.53,0.01,10.5,1,2
2,7,-0.16,0.31,1.8,0.249,-223,-96,0.97737,2.02,0.87,9.4,-1,1
0,9,-0.66,-0.26,-31.2,0.661,157,-17,0.98229,1.82,-2.53,10.5,0,1.47
4,7.4,0.32,0.55,-18.6,0.07936,53,552,0.95545,2.96,0.5285,8.7,0,3
1,7.4,0.04,0.5,69.3,0.587,262,122,1.00639,2.28,0.44,9,-2,1
3,17,0.14,0.28,-44.4,0.041,15,235,0.9954,3.45,0.43,5.3,-1,1
5,16.7,-0.46,0.48,-7.4,0.258,35,181,0.9436,4.6,0.74,14.6,1,3
4,9.9,0.865,0.03,-29.1,0.449,27,58,0.995,2.48,0.44,18.2,0,2
5,3.8,1.2,0.32,-19.4,-0.689,-216,159,0.99452,2.28,2.05,10.5,1,2
3,6.9,-0.28,-1.17,23.5,0.057,92,32,0.96938,2.98,0.47,5.9,0,3
2,6.2,0.485,-0.14,1.5,0.065,275,380,0.994,3.63,2.11,9.7,0,1
0,23.1,0.21,0.44,2.652,0.0839,10,194,0.99055,3.07,1.51,9.2,0,1.21
4,-3.8,0.3,1.62,30.75,0.025,51,143.165,0.9928,2.6,0.32,8.8,0,2
2,7.6,1.03,0.22,2.8,0.036,477,272,0.9926,2.59,0.29,10.2,-1,1
0,-3.6,0.22,-1.21,8,0.387,46,375,0.97856,2.25,0.5038,11.5,-1,1
5,4.4,0.43,1.87,-1.55,0.032,42,164,1.00844,3.29,-0.58,12,1,2
0,6.7,1.06,0.93,30.9,-0.902,-3.03,96,0.94133,3.16,-1.12,9.3,0,1.37
3,0.5,0.72,-0.6,25.8,0.076,-228,-349,0.94874,3.39,0.65,9.987,0,1
3,7.7,1.1,-0.52,4.9,0.035,45.375,272,0.9995,3.19,0.58,12.3,-2,2
4,15.3,0.2,0.26,45.2,-0.333,53,125,0.998365,2.28,1.63,10.6735,0,3
2,8.5,0.17,0.18,8.8,0.485,0,-235,0.95557,3.1547,1.78,10.5,0,1.42
4,3.2,0.27,0.69,3.2,0.384,156,448,0.97473,3.04,-0.57,11.4,0,2
4,5.8,-0.8,0.26,7.132,-0.321,20,553,1.02193,3.27,0.43,9.7,0,3
5,-4.9,0.24,0.55,-41,-0.43,304,-197,0.97599,4.06,-0.73,9.2,2,1
3,6.9,0.19,0.38,1.15,0.434,38,297,0.99047,3.11,-0.93,6.3,0,2
0,-0.6,0.14,0.27,4.5,-0.423,27,95,0.99175,2.68,1.18,14.1,0,2
4,6.7,0.26,1.93,5.8,0.025,161,74,0.9929,3.0925,0.53,0.8,0,1
3,-1,0.56,0.93,68,0.042,36,429,0.98767,4.44,0.48,5.4,0,2
5,6.7,0.46,0.18,50.8,0.034,25,98,0.9896,3.08,-2.69,13.3,0,2
